Annee;Mois;Date;Gare;Nature;Type
2013;12;2013-12;Lyon Part Dieu;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Austerlitz;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Gare du Nord;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Strasbourg;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Lyon Perrache;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Autres divers (préciser);Divers
2013;12;2013-12;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Lunettes en étui;Optique
2013;12;2013-12;Paris Montparnasse;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Austerlitz;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Austerlitz;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Saint-Lazare;Cartable, trousse d'écolier, dossier scolaire;Articles d'enfants, de puériculture
2013;12;2013-12;Lyon Part Dieu;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Autres divers (préciser);Divers
2013;12;2013-12;Marseille Saint-Charles;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Marseille Saint-Charles;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Support de données (CD, DVD, etc.);Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Strasbourg;Autres instruments de musique (préciser);Instruments de musique
2013;12;2013-12;Paris Est;Autre livre;Livres, articles de papéterie
2013;12;2013-12;Marseille Saint-Charles;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Creil;Autres vêtements (préciser);Vêtements, chaussures
2013;12;2013-12;Lyon Part Dieu;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Besan?on Viotte;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Dijon;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Est;Disque dur externe, clé USB;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Strasbourg;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Marseille Saint-Charles;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Est;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Lunettes;Optique
2013;12;2013-12;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Lyon Perrache;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Saint-?tienne Ch?teaucreux;Autres instruments de musique (préciser);Instruments de musique
2013;12;2013-12;Paris Gare du Nord;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lyon Perrache;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Austerlitz;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Strasbourg;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Austerlitz;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Austerlitz;Billets SNCF;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Austerlitz;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Gare du Nord;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Dijon;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Strasbourg;Autres vêtements (préciser);Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Bague;Bijoux, montres
2013;12;2013-12;Paris Montparnasse;Lunettes;Optique
2013;12;2013-12;;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;12;2013-12;Paris Montparnasse;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Lille Europe;Broche, pendentif;Bijoux, montres
2013;12;2013-12;Paris Montparnasse;Lunettes en étui;Optique
2013;12;2013-12;Paris Montparnasse;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Marseille Saint-Charles;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lyon Part Dieu;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Lyon Part Dieu;Landau, poussette d'enfants;Articles d'enfants, de puériculture
2013;12;2013-12;Paris Gare du Nord;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Lille Europe;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Lunettes;Optique
2013;12;2013-12;Marseille Saint-Charles;Gants;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Parapluie télescopique, parapluie de poche;Parapluies
2013;12;2013-12;Paris Montparnasse;Parapluie télescopique, parapluie de poche;Parapluies
2013;12;2013-12;Paris Montparnasse;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Marseille Saint-Charles;Lunettes en étui;Optique
2013;12;2013-12;Lille Europe;Autres jeux/jouets (préciser);Articles d'enfants, de puériculture
2013;12;2013-12;Lille Europe;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Chaussures (autre que chaussures de ski et patins);Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Lunettes en étui;Optique
2013;12;2013-12;Paris Montparnasse;Cha?ne, collier;Bijoux, montres
2013;12;2013-12;Lyon Perrache;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lyon Perrache;Lunettes en étui;Optique
2013;12;2013-12;Toulouse Matabiau;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Autre livre;Livres, articles de papéterie
2013;12;2013-12;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Toulouse Matabiau;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Lunettes;Optique
2013;12;2013-12;Paris Est;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Toulouse Matabiau;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Toulouse Matabiau;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Toulouse Matabiau;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Austerlitz;Agenda, calendrier;Livres, articles de papéterie
2013;12;2013-12;Marseille Saint-Charles;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Lunettes;Optique
2013;12;2013-12;Dijon;Lunettes;Optique
2013;12;2013-12;Paris Saint-Lazare;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Austerlitz;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Toulouse Matabiau;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Strasbourg;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;12;2013-12;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Saint-?tienne Ch?teaucreux;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Saint-Lazare;Lunettes;Optique
2013;12;2013-12;Strasbourg;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Toulouse Matabiau;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Toulouse Matabiau;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lyon Perrache;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Bague;Bijoux, montres
2013;12;2013-12;Paris Saint-Lazare;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Toulouse Matabiau;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Toulouse Matabiau;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Toulouse Matabiau;Rollers, patins à roulettes;Articles de sport, loisirs, camping
2013;12;2013-12;Toulouse Matabiau;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Austerlitz;Appareil photo, caméscope/caméras et accessoires;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Austerlitz;Appareils audio portables (lecteur de CD, baladeur MP3, iPod, etc. );Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Toulouse Matabiau;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Austerlitz;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Toulouse Matabiau;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Saintes;Lunettes;Optique
2013;12;2013-12;Paris Austerlitz;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Lyon Part Dieu;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Strasbourg;Chéquier;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Marseille Saint-Charles;Autres divers (préciser);Divers
2013;12;2013-12;Nancy;Autres vêtements (préciser);Vêtements, chaussures
2013;12;2013-12;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Toulouse Matabiau;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Saint-Lazare;Gants;Vêtements, chaussures
2013;12;2013-12;Strasbourg;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;12;2013-12;Besan?on Viotte;Gants;Vêtements, chaussures
2013;12;2013-12;Paris Saint-Lazare;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Lille Europe;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Besan?on Viotte;Autres divers (préciser);Divers
2013;12;2013-12;Paris Gare du Nord;Appareils audio portables (lecteur de CD, baladeur MP3, iPod, etc. );Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Autre livre;Livres, articles de papéterie
2013;12;2013-12;Paris Gare du Nord;Autre livre;Livres, articles de papéterie
2013;12;2013-12;Paris Saint-Lazare;Lunettes;Optique
2013;12;2013-12;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Saint-Lazare;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Est;Gants;Vêtements, chaussures
2013;12;2013-12;Besan?on Viotte;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Marseille Saint-Charles;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Marseille Saint-Charles;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Marseille Saint-Charles;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;12;2013-12;Marseille Saint-Charles;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Autre argent (préciser);Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Gare du Nord;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Marseille Saint-Charles;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Strasbourg;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Lille Europe;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Besan?on Viotte;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Strasbourg;Lunettes;Optique
2013;12;2013-12;Paris Montparnasse;Chaussures (autre que chaussures de ski et patins);Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Strasbourg;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Est;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Strasbourg;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Rouen Rive Droite;Disque dur externe, clé USB;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Lunettes;Optique
2013;12;2013-12;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Strasbourg;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Parapluie télescopique, parapluie de poche;Parapluies
2013;12;2013-12;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Marseille Saint-Charles;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Marseille Saint-Charles;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Strasbourg;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Rouen Rive Droite;Argent liquide / Espèces;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Rouen Rive Droite;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Lunettes en étui;Optique
2013;12;2013-12;Paris Montparnasse;Autres divers (préciser);Divers
2013;12;2013-12;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Besan?on Viotte;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Montparnasse;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Saint-Lazare;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Besan?on Viotte;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;12;2013-12;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Besan?on Viotte;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Saint-Lazare;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Lille Europe;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Saint-?tienne Ch?teaucreux;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Montparnasse;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Strasbourg;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Nancy;Couteau de poche, autre couteau;Divers
2013;12;2013-12;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Lille Europe;Autres vêtements (préciser);Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;12;2013-12;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Gare du Nord;Carte Vitale;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Est;Gants;Vêtements, chaussures
2013;12;2013-12;Lille Europe;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Gare du Nord;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Creil;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Creil;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Est;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Lunettes;Optique
2013;12;2013-12;Paris Gare du Nord;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Gants;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Autres appareils et accessoires électroniques (préciser);Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Lille Europe;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;12;2013-12;Paris Gare du Nord;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Autres divers (préciser);Divers
2013;12;2013-12;Angers Saint-Laud;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Autres divers (préciser);Divers
2013;12;2013-12;Paris Montparnasse;Autres divers (préciser);Divers
2013;12;2013-12;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Autres divers (préciser);Divers
2013;12;2013-12;Angers Saint-Laud;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Angers Saint-Laud;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lille Europe;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Autre livre;Livres, articles de papéterie
2013;12;2013-12;Paris Gare du Nord;Autres divers (préciser);Divers
2013;12;2013-12;Strasbourg;Autres divers (préciser);Divers
2013;12;2013-12;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lille Europe;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Saint-?tienne Ch?teaucreux;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Gants;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Sac à dos;Bagagerie: sacs, valises, cartables
